Id,Geography,Total; Estimate; Total population
1600000US4220992,"East Conemaugh borough, Pennsylvania",1088
1600000US4221064,"East Earl CDP, Pennsylvania",1373
1600000US4221176,"East Freedom CDP, Pennsylvania",898
1600000US4221200,"East Greenville borough, Pennsylvania",2981
1600000US4221384,"East Lansdowne borough, Pennsylvania",2674
1600000US4221400,"Eastlawn Gardens CDP, Pennsylvania",3522
1600000US4221444,"East McKeesport borough, Pennsylvania",2073
1600000US4221648,"Easton city, Pennsylvania",27045
1600000US4221688,"East Petersburg borough, Pennsylvania",4528
1600000US4221712,"East Pittsburgh borough, Pennsylvania",1737
1600000US4221728,"East Prospect borough, Pennsylvania",986
1600000US4221752,"East Rochester borough, Pennsylvania",556
1600000US4221792,"East Salem CDP, Pennsylvania",226
1600000US4221816,"East Side borough, Pennsylvania",281
1600000US4221872,"East Stroudsburg borough, Pennsylvania",10149
1600000US4221960,"East Uniontown CDP, Pennsylvania",2757
1600000US4221968,"Eastvale borough, Pennsylvania",244
1600000US4221976,"East Vandergrift borough, Pennsylvania",813
1600000US4222016,"East Washington borough, Pennsylvania",2134
1600000US4222024,"East Waterford CDP, Pennsylvania",220
1600000US4222104,"East York CDP, Pennsylvania",8395
1600000US4222128,"Eau Claire borough, Pennsylvania",308
1600000US4222144,"Ebensburg borough, Pennsylvania",3185
1600000US4222264,"Economy borough, Pennsylvania",9230
1600000US4222280,"Eddington CDP, Pennsylvania",2063
1600000US4222296,"Eddystone borough, Pennsylvania",2632
1600000US4222344,"Edenborn CDP, Pennsylvania",243
1600000US4222352,"Edenburg CDP, Pennsylvania",861
1600000US4222520,"Edgewood borough, Pennsylvania",3071
1600000US4222528,"Edgewood CDP, Pennsylvania",2399
1600000US4222576,"Edgeworth borough, Pennsylvania",1826
1600000US4222600,"Edie CDP, Pennsylvania",51
1600000US4222608,"Edinboro borough, Pennsylvania",6206
1600000US4222672,"Edwardsville borough, Pennsylvania",4734
1600000US4222680,"Effort CDP, Pennsylvania",1988
1600000US4222696,"Egypt CDP, Pennsylvania",2067
1600000US4222712,"Ehrenfeld borough, Pennsylvania",210
1600000US4222736,"Eighty Four CDP, Pennsylvania",619
1600000US4222800,"Elco borough, Pennsylvania",321
1600000US4222832,"Elderton borough, Pennsylvania",382
1600000US4222888,"Eldred borough, Pennsylvania",750
1600000US4222960,"Elgin borough, Pennsylvania",178
1600000US4222976,"Elim CDP, Pennsylvania",3375
1600000US4222992,"Elizabeth borough, Pennsylvania",1407
1600000US4223016,"Elizabethtown borough, Pennsylvania",11579
1600000US4223024,"Elizabethville borough, Pennsylvania",1698
1600000US4223152,"Elkland borough, Pennsylvania",1916
1600000US4223280,"Ellport borough, Pennsylvania",1065
1600000US4223296,"Ellsworth borough, Pennsylvania",696
1600000US4223304,"Ellwood City borough, Pennsylvania",7998
1600000US4223392,"Elrama CDP, Pennsylvania",347
1600000US4223440,"Elverson borough, Pennsylvania",1466
1600000US4223472,"Elysburg CDP, Pennsylvania",1883
1600000US4223540,"Emerald Lakes CDP, Pennsylvania",3759
1600000US4223560,"Emigsville CDP, Pennsylvania",3080
1600000US4223568,"Emlenton borough, Pennsylvania",662
1600000US4223584,"Emmaus borough, Pennsylvania",11360
1600000US4223600,"Emporium borough, Pennsylvania",2000
1600000US4223616,"Emsworth borough, Pennsylvania",2411
1600000US4223688,"Englewood CDP, Pennsylvania",458
1600000US4223704,"Enhaut CDP, Pennsylvania",1015
1600000US4223720,"Enlow CDP, Pennsylvania",1123
1600000US4223744,"Enola CDP, Pennsylvania",6326
1600000US4223768,"Enon Valley borough, Pennsylvania",344
1600000US4223832,"Ephrata borough, Pennsylvania",13785
1600000US4224000,"Erie city, Pennsylvania",98970
1600000US4224040,"Ernest borough, Pennsylvania",430
1600000US4224088,"Espy CDP, Pennsylvania",1671
1600000US4224160,"Etna borough, Pennsylvania",3399
1600000US4224240,"Evansburg CDP, Pennsylvania",2336
1600000US4224248,"Evans City borough, Pennsylvania",1736
1600000US4224304,"Everett borough, Pennsylvania",1923
1600000US4224336,"Everson borough, Pennsylvania",797
1600000US4224392,"Exeter borough, Pennsylvania",5614
1600000US4224432,"Export borough, Pennsylvania",830
1600000US4224440,"Exton CDP, Pennsylvania",4974
1600000US4224448,"Eyers Grove CDP, Pennsylvania",87
1600000US4224488,"Factoryville borough, Pennsylvania",1174
1600000US4224536,"Fairchance borough, Pennsylvania",2007
1600000US4224544,"Fairdale CDP, Pennsylvania",1887
1600000US4224560,"Fairfield borough, Pennsylvania",538
1600000US4224664,"Fairhope CDP, Pennsylvania",1120
1600000US4224712,"Fairless Hills CDP, Pennsylvania",8663
1600000US4224832,"Fairview borough, Pennsylvania",189
1600000US4224856,"Fairview CDP, Pennsylvania",3108
1600000US4224948,"Fairview-Ferndale CDP, Pennsylvania",1992
1600000US4225136,"Falls Creek borough, Pennsylvania",1123
1600000US4225152,"Fallston borough, Pennsylvania",204
1600000US4225168,"Falmouth CDP, Pennsylvania",436
1600000US4225248,"Farmersville CDP, Pennsylvania",963
1600000US4225280,"Farmington CDP, Pennsylvania",846
1600000US4225360,"Farrell city, Pennsylvania",4786
1600000US4225416,"Fawn Grove borough, Pennsylvania",436
1600000US4225420,"Fawn Lake Forest CDP, Pennsylvania",583
1600000US4225424,"Faxon CDP, Pennsylvania",1359
1600000US4225456,"Fayette City borough, Pennsylvania",543
1600000US4225464,"Fayetteville CDP, Pennsylvania",3179
1600000US4225496,"Feasterville CDP, Pennsylvania",3273
1600000US4225568,"Fellsburg CDP, Pennsylvania",1038
1600000US4225584,"Felton borough, Pennsylvania",564
1600000US4225680,"Ferndale borough, Pennsylvania",1585
1600000US4225744,"Fernville CDP, Pennsylvania",419
1600000US4225944,"Finleyville borough, Pennsylvania",335
1600000US4226232,"Fivepointville CDP, Pennsylvania",1421
1600000US4226280,"Fleetwood borough, Pennsylvania",4086
1600000US4226296,"Flemington borough, Pennsylvania",1346
1600000US4226328,"Flora Dale CDP, Pennsylvania",0
1600000US4226376,"Flourtown CDP, Pennsylvania",4606
1600000US4226397,"Flying Hills CDP, Pennsylvania",2355
1600000US4226408,"Folcroft borough, Pennsylvania",6620
1600000US4226432,"Folsom CDP, Pennsylvania",8577
1600000US4226488,"Foot of Ten CDP, Pennsylvania",671
1600000US4226504,"Force CDP, Pennsylvania",206
1600000US4226512,"Ford City borough, Pennsylvania",2868
1600000US4226520,"Ford Cliff borough, Pennsylvania",539
1600000US4226560,"Forest City borough, Pennsylvania",2255
1600000US4226592,"Forest Hills borough, Pennsylvania",6439
1600000US4226704,"Forestville CDP, Pennsylvania",475
1600000US4226760,"Forksville borough, Pennsylvania",153
1600000US4226812,"Fort Indiantown Gap CDP, Pennsylvania",138
1600000US4226824,"Fort Loudon CDP, Pennsylvania",801
1600000US4226872,"Fort Washington CDP, Pennsylvania",5640
1600000US4226880,"Forty Fort borough, Pennsylvania",4144
1600000US4226960,"Foster Brook CDP, Pennsylvania",947
1600000US4226984,"Foundryville CDP, Pennsylvania",78
1600000US4227008,"Fountain Hill borough, Pennsylvania",4673
1600000US4227024,"Fountain Springs CDP, Pennsylvania",310
1600000US4227112,"Foxburg borough, Pennsylvania",157
1600000US4227120,"Fox Chapel borough, Pennsylvania",5363
1600000US4227130,"Fox Chase CDP, Pennsylvania",1550
1600000US4227232,"Frackville borough, Pennsylvania",3688
1600000US4227312,"Frankfort Springs borough, Pennsylvania",104
1600000US4227360,"Franklin borough, Pennsylvania",230
1600000US4227456,"Franklin city, Pennsylvania",6269
1600000US4227552,"Franklin Park borough, Pennsylvania",14301
1600000US4227576,"Franklintown borough, Pennsylvania",502
1600000US4227648,"Fredericksburg CDP (Crawford County), Pennsylvania",847
1600000US4227656,"Fredericksburg CDP (Lebanon County), Pennsylvania",1623
1600000US4227672,"Fredericktown CDP, Pennsylvania",537
1600000US4227688,"Fredonia borough, Pennsylvania",491
1600000US4227696,"Freeburg borough, Pennsylvania",626
1600000US4227712,"Freedom borough, Pennsylvania",1616
1600000US4227744,"Freeland borough, Pennsylvania",3478
1600000US4227760,"Freemansburg borough, Pennsylvania",2621
1600000US4227784,"Freeport borough, Pennsylvania",1787
1600000US4227928,"Friedens CDP, Pennsylvania",1735
1600000US4227936,"Friedensburg CDP, Pennsylvania",1072
1600000US4227968,"Friendsville borough, Pennsylvania",115
1600000US4228014,"Frizzleburg CDP, Pennsylvania",501
1600000US4228128,"Frystown CDP, Pennsylvania",425
1600000US4228144,"Fullerton CDP, Pennsylvania",15304
1600000US4228280,"Galeton borough, Pennsylvania",1194
1600000US4228328,"Gallitzin borough, Pennsylvania",1606
1600000US4228376,"Gap CDP, Pennsylvania",2099
1600000US4228456,"Garden View CDP, Pennsylvania",3029
1600000US4228488,"Gardners CDP, Pennsylvania",156
1600000US4228520,"Garrett borough, Pennsylvania",426
1600000US4228600,"Gastonville CDP, Pennsylvania",2982
1600000US4228720,"Geistown borough, Pennsylvania",2340
1600000US4228768,"Geneva CDP, Pennsylvania",130
1600000US4228824,"Georgetown borough, Pennsylvania",157
1600000US4228828,"Georgetown CDP (Lancaster County), Pennsylvania",1207
1600000US4228832,"Georgetown CDP (Luzerne County), Pennsylvania",1677
1600000US4228960,"Gettysburg borough, Pennsylvania",7627
1600000US4229000,"Gibraltar CDP, Pennsylvania",551
1600000US4229040,"Gibsonia CDP, Pennsylvania",2558
1600000US4229088,"Gilberton borough, Pennsylvania",936
1600000US4229096,"Gilbertsville CDP, Pennsylvania",5281
1600000US4229232,"Girard borough, Pennsylvania",3018
1600000US4229264,"Girardville borough, Pennsylvania",1465
1600000US4229392,"Glasgow borough, Pennsylvania",113
1600000US4229432,"Glassport borough, Pennsylvania",4435
1600000US4229496,"Glenburn CDP, Pennsylvania",905
1600000US4229512,"Glen Campbell borough, Pennsylvania",247
1600000US4229568,"Glendon borough, Pennsylvania",457
1600000US4229592,"Glenfield borough, Pennsylvania",239
1600000US4229632,"Glen Hope borough, Pennsylvania",160
1600000US4229680,"Glen Lyon CDP, Pennsylvania",1748
1600000US4229720,"Glenolden borough, Pennsylvania",7167
1600000US4229732,"Glen Osborne borough, Pennsylvania",618
1600000US4229760,"Glen Rock borough, Pennsylvania",1910
1600000US4229800,"Glenshaw CDP, Pennsylvania",8886
1600000US4229808,"Glenside CDP, Pennsylvania",7684
1600000US4230013,"Gold Key Lake CDP, Pennsylvania",1611
1600000US4230016,"Goldsboro borough, Pennsylvania",1250
1600000US4230096,"Goodville CDP, Pennsylvania",800
1600000US4230128,"Gordon borough, Pennsylvania",765
1600000US4230136,"Gordonville CDP, Pennsylvania",528
1600000US4230192,"Gouglersville CDP, Pennsylvania",505
1600000US4230200,"Gouldsboro CDP, Pennsylvania",658
1600000US4230224,"Graceton CDP, Pennsylvania",74
1600000US4230280,"Grampian borough, Pennsylvania",452
1600000US4230435,"Grantley CDP, Pennsylvania",3855
1600000US4230472,"Granville CDP, Pennsylvania",283
1600000US4230512,"Grapeville CDP, Pennsylvania",457
1600000US4230528,"Grassflat CDP, Pennsylvania",752
1600000US4230600,"Gratz borough, Pennsylvania",830
1600000US4230704,"Grazierville CDP, Pennsylvania",605
1600000US4230728,"Great Bend borough, Pennsylvania",890
1600000US4230896,"Greencastle borough, Pennsylvania",4034
1600000US4231038,"Greenfields CDP, Pennsylvania",965
1600000US4231082,"Green Hills borough, Pennsylvania",36
1600000US4231088,"Green Lane borough, Pennsylvania",476
1600000US4231120,"Greenock CDP, Pennsylvania",1666
1600000US4231192,"Greensboro borough, Pennsylvania",309
1600000US4231200,"Greensburg city, Pennsylvania",14476
1600000US4231208,"Greens Landing CDP, Pennsylvania",744
1600000US4231256,"Green Tree borough, Pennsylvania",4843
1600000US4231328,"Greenville borough, Pennsylvania",5717
1600000US4231368,"Greenwood CDP, Pennsylvania",2180
1600000US4231536,"Grier City CDP, Pennsylvania",369
1600000US4231568,"Grill CDP, Pennsylvania",1723
1600000US4231592,"Grindstone CDP, Pennsylvania",501
1600000US4231656,"Grove City borough, Pennsylvania",8123
1600000US4231716,"Guilford CDP, Pennsylvania",2883
1600000US4231840,"Guys Mills CDP, Pennsylvania",105
1600000US4232024,"Halfway House CDP, Pennsylvania",2496
1600000US4232032,"Halifax borough, Pennsylvania",1008
1600000US4232056,"Hallam borough, Pennsylvania",2658
1600000US4232080,"Hallstead borough, Pennsylvania",1217
1600000US4232120,"Hamburg borough, Pennsylvania",4376
1600000US4232320,"Hampton CDP, Pennsylvania",801
1600000US4232384,"Hannasville CDP, Pennsylvania",230
1600000US4232448,"Hanover borough, Pennsylvania",15506
1600000US4232600,"Harleigh CDP, Pennsylvania",1262
1600000US4232616,"Harleysville CDP, Pennsylvania",9673
1600000US4232656,"Harmonsburg CDP, Pennsylvania",329
1600000US4232688,"Harmony borough, Pennsylvania",1011
1600000US4232800,"Harrisburg city, Pennsylvania",49278
1600000US4232864,"Harrison City CDP, Pennsylvania",97
1600000US4232896,"Harrisville borough, Pennsylvania",965
1600000US4232936,"Hartleton borough, Pennsylvania",248
1600000US4232976,"Hartstown CDP, Pennsylvania",181
1600000US4233000,"Harveys Lake borough, Pennsylvania",2781
1600000US4233024,"Harwick CDP, Pennsylvania",892
1600000US4233072,"Hasson Heights CDP, Pennsylvania",1585
1600000US4233080,"Hastings borough, Pennsylvania",1173
1600000US4233088,"Hatboro borough, Pennsylvania",7436
1600000US4233112,"Hatfield borough, Pennsylvania",3320
1600000US4233154,"Haverford College CDP, Pennsylvania",1297
1600000US4233184,"Hawk Run CDP, Pennsylvania",552
1600000US4233200,"Hawley borough, Pennsylvania",1341
1600000US4233216,"Hawthorn borough, Pennsylvania",420
1600000US4233312,"Haysville borough, Pennsylvania",83
1600000US4233408,"Hazleton city, Pennsylvania",24882
1600000US4233504,"Hebron CDP, Pennsylvania",982
1600000US4233528,"Heckscherville CDP, Pennsylvania",127
1600000US4233576,"Hegins CDP, Pennsylvania",951
1600000US4233592,"Heidelberg borough, Pennsylvania",1247
1600000US4233632,"Heidlersburg CDP, Pennsylvania",813
1600000US4233672,"Heilwood CDP, Pennsylvania",471
1600000US4233744,"Hellertown borough, Pennsylvania",5833
1600000US4233772,"Hemlock Farms CDP, Pennsylvania",3354
1600000US4233840,"Hendersonville CDP, Pennsylvania",176
1600000US4234008,"Hereford CDP, Pennsylvania",643
1600000US4234048,"Herminie CDP, Pennsylvania",608
1600000US4234064,"Hermitage city, Pennsylvania",15901
1600000US4234080,"Herndon borough, Pennsylvania",434
1600000US4234144,"Hershey CDP, Pennsylvania",14793
1600000US4234256,"Hickory CDP, Pennsylvania",743
1600000US4234308,"Hickory Hills CDP, Pennsylvania",620
1600000US4234592,"Highland Park CDP, Pennsylvania",1211
1600000US4234664,"Highspire borough, Pennsylvania",2612
1600000US4234776,"Hilldale CDP, Pennsylvania",1580
1600000US4234784,"Hiller CDP, Pennsylvania",1122
1600000US4235120,"Hokendauqua CDP, Pennsylvania",2959
1600000US4235172,"Holiday Pocono CDP, Pennsylvania",484
1600000US4235224,"Hollidaysburg borough, Pennsylvania",5755
1600000US4235364,"Homeacre-Lyndora CDP, Pennsylvania",6760
1600000US4235408,"Homer City borough, Pennsylvania",1742
1600000US4235424,"Homestead borough, Pennsylvania",3153
1600000US4235448,"Hometown CDP, Pennsylvania",1171
1600000US4235488,"Homewood borough, Pennsylvania",110
1600000US4235520,"Honesdale borough, Pennsylvania",4294
1600000US4235528,"Honey Brook borough, Pennsylvania",1798
1600000US4235576,"Hookstown borough, Pennsylvania",147
1600000US4235608,"Hooversville borough, Pennsylvania",540
1600000US4235624,"Hop Bottom borough, Pennsylvania",267
1600000US4235632,"Hopeland CDP, Pennsylvania",507
1600000US4235648,"Hopewell borough, Pennsylvania",260
1600000US4235728,"Hopwood CDP, Pennsylvania",2217
1600000US4235800,"Horsham CDP, Pennsylvania",14563
1600000US4235872,"Hostetter CDP, Pennsylvania",702
1600000US4235888,"Houserville CDP, Pennsylvania",2019
1600000US4235896,"Houston borough, Pennsylvania",1326
1600000US4235928,"Houtzdale borough, Pennsylvania",793
1600000US4235960,"Howard borough, Pennsylvania",681
1600000US4236064,"Hublersburg CDP, Pennsylvania",38
1600000US4236096,"Hudson CDP, Pennsylvania",1232
1600000US4236152,"Hughestown borough, Pennsylvania",1525
1600000US4236160,"Hughesville borough, Pennsylvania",2041
1600000US4236192,"Hulmeville borough, Pennsylvania",967
1600000US4236232,"Hummelstown borough, Pennsylvania",4583
1600000US4236240,"Hummels Wharf CDP, Pennsylvania",1599
1600000US4236288,"Hunker borough, Pennsylvania",313
1600000US4236352,"Hunterstown CDP, Pennsylvania",598
1600000US4236368,"Huntingdon borough, Pennsylvania",7025
1600000US4236568,"Hyde CDP, Pennsylvania",1169
1600000US4236576,"Hyde Park CDP, Pennsylvania",3053
1600000US4236592,"Hyde Park borough, Pennsylvania",441
1600000US4236616,"Hydetown borough, Pennsylvania",741
1600000US4236640,"Hyndman borough, Pennsylvania",784
1600000US4236712,"Idaville CDP, Pennsylvania",214
1600000US4236768,"Imperial CDP, Pennsylvania",2615
1600000US4236816,"Indiana borough, Pennsylvania",13690
1600000US4236888,"Indian Lake borough, Pennsylvania",406
1600000US4236904,"Indian Mountain Lake CDP, Pennsylvania",4853
1600000US4236944,"Industry borough, Pennsylvania",1788
1600000US4237000,"Ingram borough, Pennsylvania",3284
1600000US4237008,"Inkerman CDP, Pennsylvania",2174
1600000US4237016,"Intercourse CDP, Pennsylvania",1992
1600000US4237024,"Iola CDP, Pennsylvania",219
1600000US4237192,"Irvona borough, Pennsylvania",661
1600000US4237208,"Irwin borough, Pennsylvania",3841
1600000US4237304,"Ivyland borough, Pennsylvania",979
1600000US4237496,"Jackson Center borough, Pennsylvania",191
